0.521077 0.1763 6.85063 0.00840565 6.85903 
0.168293 0.186715 6.7346 0.00175514 6.73635 
0.353845 0.10674 5.27054 0.00379443 5.27434 
0.280543 0.0496375 4.89582 0.00225468 4.89808 
0.257571 0.0978386 5.02016 0.00210876 5.02227 
0.437297 0.0563783 5.82028 0.00540019 5.82568 
0.32971 0.0698576 5.05598 0.00315525 5.05913 
0.354447 0.0532651 5.17973 0.00356861 5.1833 
0.258012 -0.0303974 5.10115 0.00187484 5.10303 
0.403721 -0.0877645 6.00907 0.00474148 6.01381 
0.476732 0.0115325 6.20385 0.00631684 6.21017 
0.300841 0.0109269 4.96933 0.00251736 4.97185 
0.33257 -0.137925 6.08099 0.00360072 6.08459 
0.21106 -0.0293192 5.3372 0.00126128 5.33846 
0.373053 0.053847 5.30425 0.00394634 5.30819 
0.286532 0.0603321 4.90963 0.00238169 4.91202 
0.386241 -0.0711766 5.77975 0.00428467 5.78404 
0.386963 -0.0890339 5.90425 0.00437965 5.90863 
0.482356 0.020049 6.24165 0.00647416 6.24813 
0.252709 0.0589627 4.92811 0.00187052 4.92998 
0.334121 0.155198 5.40641 0.00377009 5.41018 
0.302507 -0.0406746 5.17752 0.00258792 5.18011 
0.340278 -0.0329194 5.287 0.00324647 5.29025 
0.313793 0.0700784 4.98973 0.00287159 4.9926 
0.283667 0.224428 5.99722 0.00363431 6.00086 
0.415628 0.156175 5.89708 0.00547604 5.90255 
0.322152 -0.0630962 5.37859 0.00299342 5.38159 
0.465281 -0.0329464 6.21918 0.00604366 6.22522 
0.72936 -0.0134806 8.2969 0.0147819 8.31168 
0.422652 0.0630441 5.69726 0.00507248 5.70233 
0.337947 -0.112429 5.83869 0.00352357 5.84221 
0.207457 0.0478155 5.18266 0.00125902 5.18392 
0.361186 0.0687007 5.23325 0.00375486 5.23701 
0.228051 0.0984321 5.15686 0.00171378 5.15857 
0.304282 -0.0936835 5.56942 0.00281566 5.57223 
0.33706 -0.0946912 5.67733 0.00340488 5.68074 
0.393265 0.214353 6.12857 0.00557235 6.13415 
0.479865 0.0964191 6.23783 0.00665464 6.24449 
0.173801 0.00664712 5.63972 0.000840303 5.64056 
0.430228 -0.0383267 5.94368 0.00518237 5.94886 
0.396324 0.196652 6.01052 0.00543736 6.01596 
